person_id,loan_id,cb_id,person_id,person_age,person_income,person_home_ownership,person_emp_length,loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_id,cb_person_default_on_file,cb_person_cred_hist_length
TjW1igMh-t15y,5cQLqES1-fMAy,LPdz68hx-KHX2,TjW1igMh-t15y,23,48000,Rent,0,5cQLqES1-fMAy,Education,B,2400,10.59,0,0.05,LPdz68hx-KHX2,N,3
fP6ra3GF-oGWe,vS0zsc4M-nrZF,vYulC1l8-BJvh,fP6ra3GF-oGWe,23,71000,,7,vS0zsc4M-nrZF,Education,,11000,7.51,0,0.17,vYulC1l8-BJvh,N,4
MnM1KgIj-EJO9,xP7ItDb3-40Mt,eta7ojXu-293J,MnM1KgIj-EJO9,25,95000,Rent,8,xP7ItDb3-40Mt,Personal,B,8000,10.99,0,0.08,eta7ojXu-293J,N,3
LyfHt27p-ZaOX,khnEhBpD-9S2F,JOLG98SK-WbNv,LyfHt27p-ZaOX,23,62000,Mortgage,0,khnEhBpD-9S2F,Venture,D,18000,14.46,0,0.29,JOLG98SK-WbNv,Y,3
TtEieRMp-45OG,T68sgBXq-48v6,Mkmm9gte-K5tM,TtEieRMp-45OG,25,140004,Other,8,T68sgBXq-48v6,Medical,C,4500,12.87,0,0.03,Mkmm9gte-K5tM,N,4
eLFJ7vbI-OMOY,8p0MqFjA-dXXP,7n48ILYL-aO6l,eLFJ7vbI-OMOY,26,78000,Rent,6,8p0MqFjA-dXXP,Education,C,18000,13.49,0,0.23,7n48ILYL-aO6l,N,2
lWR1yqL4-Rzvq,a3I2Ieiv-f03E,ia7raKie-HigT,lWR1yqL4-Rzvq,35,68324,Rent,3,a3I2Ieiv-f03E,Medical,C,15600,12.84,0,0.23,ia7raKie-HigT,Y,8
o9POWIdK-sHLw,sMko0AJj-KvAj,sjc3NulL-8wKN,o9POWIdK-sHLw,26,175000,Mortgage,3,sMko0AJj-KvAj,Venture,A,2600,8.9,0,0.01,sjc3NulL-8wKN,N,4
nfqwRaHZ-7Ppz,djvmyEPN-CUuG,UUhO6T9q-drxh,nfqwRaHZ-7Ppz,41,98004,Mortgage,25,djvmyEPN-CUuG,Debtconsolidation,C,12000,13.57,0,0.12,UUhO6T9q-drxh,N,15
JnDKWg0j-z89p,0KgbxTX4-M8ht,dZFEZ7Df-RAJE,JnDKWg0j-z89p,24,70000,Rent,3,0KgbxTX4-M8ht,Education,B,25000,11.86,1,0.36,dZFEZ7Df-RAJE,N,4
K3vQ92BD-LmaX,OlayTef2-ZF63,likIXaoK-fKsl,K3vQ92BD-LmaX,41,78000,Rent,3,OlayTef2-ZF63,Homeimprovement,B,6000,9.63,0,0.08,likIXaoK-fKsl,N,11
Ustb0p34-tIFY,lxcTpNso-p8HO,UFhMSknO-Bi9E,Ustb0p34-tIFY,24,95000,Own,8,lxcTpNso-p8HO,Personal,C,4800,13.43,0,0.05,UFhMSknO-Bi9E,N,3
9FKlZZpb-T8MX,22Sep4YD-46oD,og7sqNEh-2UZv,9FKlZZpb-T8MX,22,30000,Rent,0,22Sep4YD-46oD,Venture,C,6300,13.22,0,0.21,og7sqNEh-2UZv,Y,3
Kt5a4o14-McXi,7Gx2Sqmf-Tw3M,cNP41uG0-7YBD,Kt5a4o14-McXi,22,50724,Rent,7,7Gx2Sqmf-Tw3M,Education,C,6300,15.96,0,0.12,cNP41uG0-7YBD,Y,4
CoGBARzY-3eTo,LaQE66Ut-GwTE,Y63Hz2B5-l6Pi,CoGBARzY-3eTo,31,75000,Mortgage,2,LaQE66Ut-GwTE,Education,A,12000,7.29,0,0.16,Y63Hz2B5-l6Pi,N,10
juUkwgv8-YfHa,rCU2jxkM-Mfkq,ytQE1MO9-5i2J,juUkwgv8-YfHa,26,38000,Mortgage,1,rCU2jxkM-Mfkq,Homeimprovement,A,4000,NULL,0,0.11,ytQE1MO9-5i2J,N,3
BGNlxJY4-vDcj,50yryxZH-MTdJ,siNM74EK-gCkJ,BGNlxJY4-vDcj,31,123000,Mortgage,15,50yryxZH-MTdJ,Venture,C,19000,13.47,0,0.15,siNM74EK-gCkJ,Y,9
wmjZvRj6-hP4Y,ln0BnBwz-ZMoo,rP99uvma-E3zS,wmjZvRj6-hP4Y,22,43200,Rent,6,ln0BnBwz-ZMoo,Education,B,5000,12.69,0,0.12,rP99uvma-E3zS,N,2
vRvCssn5-81Q2,NSQGTO8t-FfAT,KERdmIa9-j8y9,vRvCssn5-81Q2,24,42000,Mortgage,6,NSQGTO8t-FfAT,Venture,B,9250,11.12,0,0.22,KERdmIa9-j8y9,N,4
fNRGOh88-DPdh,L2oB6X2J-bDtN,vt0fDIAs-jrds,fNRGOh88-DPdh,24,150000,Mortgage,8,L2oB6X2J-bDtN,Education,B,25000,NULL,0,0.17,vt0fDIAs-jrds,N,2
LZPXBGBl-7CfW,tw9vQTv0-9axp,PKirsCdx-e2za,LZPXBGBl-7CfW,26,53826,Mortgage,10,tw9vQTv0-9axp,Venture,C,8500,14.79,1,0.16,PKirsCdx-e2za,N,3
Zp1tHa60-Nxh2,WkxWNpTm-s1vK,UpEGwTej-pe3j,Zp1tHa60-Nxh2,24,130000,Mortgage,8,WkxWNpTm-s1vK,Homeimprovement,A,15000,7.88,0,0.12,UpEGwTej-pe3j,N,4
xsjYpBPv-AbIK,db8nE6ny-NNOJ,9rn58Rlj-bWj0,xsjYpBPv-AbIK,22,26400,Rent,3,db8nE6ny-NNOJ,Personal,B,10000,9.88,1,0.38,9rn58Rlj-bWj0,N,2
7vAJEr6D-HSxa,Wifsco4J-1UDO,NTk2wQpS-vG4f,7vAJEr6D-HSxa,24,37200,Mortgage,2,Wifsco4J-1UDO,Medical,A,8000,7.88,1,0.22,NTk2wQpS-vG4f,N,4
nIF362OC-JSO6,7Ncgg59S-rNux,brYD4PKU-93AQ,nIF362OC-JSO6,22,14400,Rent,1,7Ncgg59S-rNux,Venture,D,5600,14.59,1,0.39,brYD4PKU-93AQ,Y,2
rt26pqMu-wASy,D1fgqjKs-35Gl,0ZiakiBe-mRHJ,rt26pqMu-wASy,22,44500,Mortgage,3,D1fgqjKs-35Gl,Personal,C,15000,13.57,0,0.34,0ZiakiBe-mRHJ,Y,4
rS40zAE5-B0Tk,b6pWv3T5-XFzk,53yBGWjD-9NQL,rS40zAE5-B0Tk,32,100000,Rent,7,b6pWv3T5-XFzk,Education,C,14400,13.35,0,0.14,53yBGWjD-9NQL,Y,7
JBWT8H1u-YXiT,bgkJhYDt-t4Nc,UBbjAD4P-1syD,JBWT8H1u-YXiT,25,54000,Mortgage,9,bgkJhYDt-t4Nc,Personal,C,16000,NULL,0,0.3,UBbjAD4P-1syD,N,4
afs0jobd-ca1k,KB1seBiH-lnkH,9uOFTyjf-DqB6,afs0jobd-ca1k,25,49500,Rent,6,KB1seBiH-lnkH,Personal,C,24750,14.22,1,0.5,9uOFTyjf-DqB6,N,3
f9P0iHap-Y3iy,twewrZJx-A3hW,Lk4GgJcg-WZI1,f9P0iHap-Y3iy,23,60000,Mortgage,7,twewrZJx-A3hW,Debtconsolidation,A,12000,7.29,0,0.2,Lk4GgJcg-WZI1,N,3
MLaiThls-Mx6Z,Ibra85FN-BqSQ,vpPpZlZF-dzH2,MLaiThls-Mx6Z,32,56784,Own,3,Ibra85FN-BqSQ,Medical,D,12000,14.96,0,0.21,vpPpZlZF-dzH2,Y,5
xxXdETbl-E8of,XtbrWYEp-CqN5,HIn6IIYe-6Akg,xxXdETbl-E8of,27,40800,Rent,3,XtbrWYEp-CqN5,Venture,A,2000,7.49,0,0.05,HIn6IIYe-6Akg,N,9
i6WD0EJx-0tsP,s2Ie2wR1-ttiQ,6Dfyc2AU-IpfN,i6WD0EJx-0tsP,37,110000,Rent,12,s2Ie2wR1-ttiQ,Education,B,25000,10.99,0,0.23,6Dfyc2AU-IpfN,N,12
Uc4N4aI4-iFxZ,CbLia83F-3kra,FnijSyNu-xYet,Uc4N4aI4-iFxZ,23,68400,Mortgage,NULL,CbLia83F-3kra,Venture,B,1800,8.88,0,0.03,FnijSyNu-xYet,N,4
zkFwXLHx-d5sP,TCEJad3A-bu99,3ODd8xFT-bshn,zkFwXLHx-d5sP,23,12000,Rent,0,TCEJad3A-bu99,Medical,A,2100,8.94,1,0.17,3ODd8xFT-bshn,N,2
ommbRPCs-PAaa,Cgz3sBuR-9XAD,gPyJ0Nuw-AosM,ommbRPCs-PAaa,23,42000,Mortgage,2,Cgz3sBuR-9XAD,Venture,A,1500,6.17,0,0.04,gPyJ0Nuw-AosM,N,3
YxXj2kbt-6xL6,clYpzcIM-rpZl,m8zMCdvo-A3rQ,YxXj2kbt-6xL6,24,120000,Rent,2,clYpzcIM-rpZl,Medical,B,14000,10,0,0.12,m8zMCdvo-A3rQ,N,3
lBGrqklC-M1MH,BmzR3Dol-Xi7t,ArJA6Me5-PaLJ,lBGrqklC-M1MH,23,37500,Rent,2,BmzR3Dol-Xi7t,Venture,C,8000,14.26,0,0.21,ArJA6Me5-PaLJ,N,4
lhfcdAcc-8qJP,hgbaOktz-8eBc,oAMqTsXf-OsMd,lhfcdAcc-8qJP,32,130000,Mortgage,3,hgbaOktz-8eBc,Education,A,28000,8.49,0,0.22,oAMqTsXf-OsMd,N,7
EITUfceb-dXH1,HxL5lx4N-Etvv,DO46Ew8B-qAb5,EITUfceb-dXH1,23,23148,Rent,0,HxL5lx4N-Etvv,Debtconsolidation,B,8000,NULL,1,0.35,DO46Ew8B-qAb5,N,4
v86SvlZt-ccaH,bxSCNH9g-cnaH,4JYGr2uK-0mGB,v86SvlZt-ccaH,23,40000,Rent,2,bxSCNH9g-cnaH,Education,,15000,9.99,NULL,0.2,4JYGr2uK-0mGB,N,4
Qw4cwqsi-8MXq,c0HreqfD-oc8D,pRY8lZon-rW8G,Qw4cwqsi-8MXq,23,35520,Rent,3,c0HreqfD-oc8D,Education,C,5000,13.57,0,0.14,pRY8lZon-rW8G,N,3
e87mlTNz-m9Ja,CX9ojy0b-P4wE,hNIERT7g-12YP,e87mlTNz-m9Ja,27,68000,Mortgage,0,CX9ojy0b-P4wE,Homeimprovement,C,3000,14.65,0,0.04,hNIERT7g-12YP,Y,10
ilEArt6g-5Xgw,Ebky42Gm-dgtu,w10eSlMK-385j,ilEArt6g-5Xgw,22,85000,Mortgage,0,Ebky42Gm-dgtu,Education,C,20000,13.49,0,0.24,w10eSlMK-385j,Y,2
sMz3rmf8-PF6A,RIldl58s-suy4,p0Qw32QE-EMgZ,sMz3rmf8-PF6A,22,80000,Mortgage,6,RIldl58s-suy4,Venture,B,16000,12.42,0,0.2,p0Qw32QE-EMgZ,N,4
NIB96e9q-Hzyt,ZdvqnkL2-xxkt,oFakxLC4-uqoJ,NIB96e9q-Hzyt,37,50400,Rent,9,ZdvqnkL2-xxkt,Venture,A,1800,8.9,0,0.04,oFakxLC4-uqoJ,N,11
SyZfTkFN-SU8K,h97ebjJy-T6qW,3j5oHXTo-XJXB,SyZfTkFN-SU8K,22,90000,Mortgage,6,h97ebjJy-T6qW,Personal,A,6400,5.99,0,0.07,3j5oHXTo-XJXB,N,2
KmACOkja-Y0Hs,5hDKQZJr-5PIQ,tMiJi9zF-yUp3,KmACOkja-Y0Hs,27,40800,Mortgage,6,5hDKQZJr-5PIQ,Homeimprovement,B,8000,12.69,0,0.2,tMiJi9zF-yUp3,N,6
MDWBUuDv-oPTS,xxFry9uw-3iF8,5l6FkCAO-BmoD,MDWBUuDv-oPTS,30,96000,Mortgage,8,xxFry9uw-3iF8,Homeimprovement,B,17000,10.62,0,0.18,5l6FkCAO-BmoD,N,10
fCmCkhOM-a3f7,e4aa49KX-3WrF,cLYEjG9w-RerT,fCmCkhOM-a3f7,31,35004,Rent,2,e4aa49KX-3WrF,Education,C,2700,13.49,0,0.08,cLYEjG9w-RerT,N,5
dEbATgQ1-2pes,FBHwb48y-rZZD,4BGDlI42-h9W0,dEbATgQ1-2pes,27,15600,Rent,11,FBHwb48y-rZZD,Homeimprovement,B,2800,10.65,1,0.18,4BGDlI42-h9W0,N,5
f9oOKewr-5OAZ,3QfmGPBL-4YUC,4OC2oUD0-3gKr,f9oOKewr-5OAZ,36,54000,Rent,2,3QfmGPBL-4YUC,Homeimprovement,C,2225,10.59,1,0.04,4OC2oUD0-3gKr,N,14
OArPX9O8-s66q,7tBPqDan-sd6B,7R52WvFn-1q3g,OArPX9O8-s66q,38,67870,Mortgage,6,7tBPqDan-sd6B,Debtconsolidation,B,5000,NULL,0,0.07,7R52WvFn-1q3g,N,15
CaT6E3pl-dln9,XDq4ugJ2-7pGN,qQLoHuaB-lelH,CaT6E3pl-dln9,21,90996,Mortgage,5,XDq4ugJ2-7pGN,Personal,B,6000,9.99,0,0.07,qQLoHuaB-lelH,N,2
hYfp5hiI-ouOE,bWJg8aaH-95Gv,hy38o1LQ-7sOU,hYfp5hiI-ouOE,24,48000,Rent,4,bWJg8aaH-95Gv,Venture,D,24000,16.29,1,0.5,hy38o1LQ-7sOU,Y,2
xdKKDWBF-9sdK,aDyPjLwF-gj6E,9S4GcctB-lUYW,xdKKDWBF-9sdK,23,52000,Rent,4,aDyPjLwF-gj6E,Debtconsolidation,C,6000,14.22,0,0.12,9S4GcctB-lUYW,N,4
GX3I8b3s-vgaB,5gnGmzJu-1uNQ,G5lwpRSh-136n,GX3I8b3s-vgaB,24,39996,Rent,1,5gnGmzJu-1uNQ,Medical,C,7000,13.11,0,0.18,G5lwpRSh-136n,N,3
BmSfJBYv-BeHf,GX59fDb4-5FJW,ei66qmed-tZFB,BmSfJBYv-BeHf,70,39996,Rent,NULL,GX59fDb4-5FJW,Medical,C,3600,15.23,0,0.09,ei66qmed-tZFB,Y,19
bcj1dbNy-4jfW,fTv48EMx-byzY,ykpWzocB-rl3I,bcj1dbNy-4jfW,32,29962,Rent,4,fTv48EMx-byzY,Medical,B,8000,12.53,0,0.27,ykpWzocB-rl3I,N,7
GfRUExbk-M2PR,OiOD8wzq-H93u,NAUUvtv9-6zMi,GfRUExbk-M2PR,25,56000,Mortgage,9,OiOD8wzq-H93u,Venture,B,12375,11.49,0,0.22,NAUUvtv9-6zMi,N,4
9Pxf445P-TgYu,9rZtQHw5-CONR,cRApbFHY-8sF5,9Pxf445P-TgYu,27,64000,Mortgage,0,9rZtQHw5-CONR,Medical,A,8000,5.79,0,0.13,cRApbFHY-8sF5,N,5
wTPiFm9a-wmR3,E2L4jRCM-OKm2,2SK5iWIj-WLXH,wTPiFm9a-wmR3,29,145000,Mortgage,0,E2L4jRCM-OKm2,Venture,B,25000,10.08,0,0.17,2SK5iWIj-WLXH,N,8
2ZLQGcsN-MnpC,BtxMubzc-mi7B,adkorfS8-EiOB,2ZLQGcsN-MnpC,22,52000,Mortgage,0,BtxMubzc-mi7B,Debtconsolidation,A,3000,7.05,0,0.06,adkorfS8-EiOB,N,2
xEq0FMli-3fnq,3OwwXLgk-rgtT,odYHzOBc-WDKh,xEq0FMli-3fnq,28,20000,,2,3OwwXLgk-rgtT,Medical,A,13750,18.43,NULL,0.28,odYHzOBc-WDKh,N,3
SUuFeKRm-3h80,ucY2U8mF-gw7r,3ejeNPYj-H6Qr,SUuFeKRm-3h80,27,29000,Rent,0,ucY2U8mF-gw7r,Education,D,6500,14.11,1,0.22,3ejeNPYj-H6Qr,N,8
ANU4aRqh-mveW,6mI3GKr8-waPi,KZE6H8wX-aeqY,ANU4aRqh-mveW,34,62000,Rent,1,6mI3GKr8-waPi,Homeimprovement,A,6000,7.49,0,0.1,KZE6H8wX-aeqY,N,9
sqhx5tiY-yB54,EvKpY8Eo-g8us,2FuaNgr8-ZTkX,sqhx5tiY-yB54,37,27000,Rent,4,EvKpY8Eo-g8us,Medical,B,5500,NULL,0,0.2,2FuaNgr8-ZTkX,N,12
vqMYTWs7-pbfL,2EEbllIj-GKxk,uikrfmvQ-6n5z,vqMYTWs7-pbfL,22,41600,Mortgage,0,2EEbllIj-GKxk,Debtconsolidation,B,6800,10.59,0,0.16,uikrfmvQ-6n5z,N,3
3NEc8UEX-7SSl,R6ESc6Pa-fuFm,BZ9ruOoj-N91G,3NEc8UEX-7SSl,34,108000,Mortgage,NULL,R6ESc6Pa-fuFm,Medical,A,10000,6.91,0,0.09,BZ9ruOoj-N91G,N,8
xha25n6L-BK3w,b9jicov3-x2O4,pMhUuMuM-inln,xha25n6L-BK3w,33,94000,Rent,4,b9jicov3-x2O4,Venture,A,7200,NULL,0,0.08,pMhUuMuM-inln,N,6
RNulFOnl-ckKA,7ROy2iAZ-yK1n,SdEAA93s-GbcE,RNulFOnl-ckKA,28,131040,Mortgage,0,7ROy2iAZ-yK1n,Venture,C,10000,13.35,0,0.08,SdEAA93s-GbcE,Y,10
B0knTfpF-uvfl,ElrOdsiq-iin9,epEv8arI-gH6c,B0knTfpF-uvfl,25,38400,Mortgage,5,ElrOdsiq-iin9,Medical,A,5700,6.17,0,0.15,epEv8arI-gH6c,N,2
zccyJy4g-Ds3M,7OwMUcOG-3Kjz,YdjKIEBt-44mX,zccyJy4g-Ds3M,24,65000,Rent,0,7OwMUcOG-3Kjz,Education,B,3600,10.59,0,0.06,YdjKIEBt-44mX,N,2
TnKOQHlc-tdqI,t5iFDz22-lQex,auBMGe39-xx9l,TnKOQHlc-tdqI,25,99000,Mortgage,9,t5iFDz22-lQex,Debtconsolidation,A,15000,6.17,0,0.15,auBMGe39-xx9l,N,4
kK5zchpv-Fa7k,A8NFl4yU-O81X,MfOdytOa-CBiF,kK5zchpv-Fa7k,25,78000,Mortgage,9,A8NFl4yU-O81X,Education,A,8000,7.9,0,0.1,MfOdytOa-CBiF,N,4
fQfFrizF-Q7vP,DxUiRhAx-KP2L,MlkldMPh-4l7N,fQfFrizF-Q7vP,43,45000,Rent,0,DxUiRhAx-KP2L,Medical,A,12000,6.91,0,0.27,MlkldMPh-4l7N,N,12
eNgomfhr-LdOB,D7lGWHj8-kA31,HNyL4j2d-lIR3,eNgomfhr-LdOB,23,95000,Mortgage,7,D7lGWHj8-kA31,Education,A,35000,7.9,0,0.37,HNyL4j2d-lIR3,N,4
2sX3dxtI-g3Je,x2IRvD23-XIyT,FzaEgZeB-QsJg,2sX3dxtI-g3Je,28,120000,Mortgage,12,x2IRvD23-XIyT,Homeimprovement,A,6000,7.74,0,0.05,FzaEgZeB-QsJg,N,5
ZDkgTIGj-kAgi,5NLGG9LT-z1Ls,8NoNCErw-occX,ZDkgTIGj-kAgi,38,64700,Rent,5,5NLGG9LT-z1Ls,Debtconsolidation,B,20000,11.11,1,0.31,8NoNCErw-occX,N,13
Oo2QTKgY-ZBYz,QMNIOsUd-fSrk,oAMo1eKx-pXQq,Oo2QTKgY-ZBYz,45,75000,Mortgage,2,QMNIOsUd-fSrk,Education,B,15000,NULL,0,0.2,oAMo1eKx-pXQq,N,12
JjvpDtHS-FTRg,If5pPC9E-PPxI,d2tQgi7A-F48N,JjvpDtHS-FTRg,33,100000,Own,3,If5pPC9E-PPxI,Medical,B,25000,12.18,0,0.25,d2tQgi7A-F48N,N,10
IvqUSJIp-YGrc,eS7H7Fun-Lrq2,SfrojCdb-ZIHH,IvqUSJIp-YGrc,42,36000,Rent,0,eS7H7Fun-Lrq2,Medical,C,11000,11.97,1,0.31,SfrojCdb-ZIHH,Y,16
24Avehoa-7DAz,04f4xOSc-Pblx,CeL8NOdB-cw9f,24Avehoa-7DAz,27,100000,Mortgage,1,04f4xOSc-Pblx,Debtconsolidation,C,16000,13.43,0,0.16,CeL8NOdB-cw9f,N,5
bscnIGZh-IsZu,Kl696p6J-e3jZ,f4ERiSnf-KtKb,bscnIGZh-IsZu,24,40000,Rent,7,Kl696p6J-e3jZ,Personal,C,3000,NULL,0,0.07,f4ERiSnf-KtKb,Y,4
mgvcnDQK-LTtl,FyvLeqOR-yK7L,7R4CpI3S-kLeO,mgvcnDQK-LTtl,39,69000,Rent,NULL,FyvLeqOR-yK7L,Personal,D,9500,16.77,1,0.24,7R4CpI3S-kLeO,,10
XmrDJxmA-LMvv,Kyx4rJvg-XeHh,ruYDS9iG-o66f,XmrDJxmA-LMvv,42,40000,Rent,0,Kyx4rJvg-XeHh,Debtconsolidation,B,7200,10.75,0,0.18,ruYDS9iG-o66f,N,17
EdTD5wqo-1bgL,1RKAqoLg-xoiv,2kg2HYlq-ljqU,EdTD5wqo-1bgL,23,160000,Mortgage,7,1RKAqoLg-xoiv,Debtconsolidation,A,15000,7.91,0,0.09,2kg2HYlq-ljqU,N,4
hdWEJlUB-vmjj,PeDq5b8Z-D6xN,7COKwQOZ-ar5N,hdWEJlUB-vmjj,31,64000,Mortgage,15,PeDq5b8Z-D6xN,Debtconsolidation,C,20000,NULL,0,0.31,7COKwQOZ-ar5N,Y,5
gdkpUx1w-6JT0,zZC1Y3Uz-yhKK,5cM2A94X-84IR,gdkpUx1w-6JT0,22,20400,Rent,5,zZC1Y3Uz-yhKK,Medical,C,3250,14.26,1,0.16,5cM2A94X-84IR,Y,2
bPOytRq0-C63f,SwNipFU4-DmDd,aywnCCci-I9MY,bPOytRq0-C63f,23,88000,Mortgage,3,SwNipFU4-DmDd,Venture,A,2700,7.9,0,0.03,aywnCCci-I9MY,N,4
Mfw2vK2Y-u3g6,MSSvyfbG-989N,3Kwo73dZ-Mi6m,Mfw2vK2Y-u3g6,23,78000,Rent,3,MSSvyfbG-989N,Venture,B,20000,11.58,0,0.26,3Kwo73dZ-Mi6m,N,3
OPOOFZO3-yn4F,sXS2O1cl-OBXv,7ALQpj5c-fMyp,OPOOFZO3-yn4F,26,40500,Rent,NULL,sXS2O1cl-OBXv,Debtconsolidation,A,8500,7.88,0,0.21,7ALQpj5c-fMyp,N,2
wIKo1CEe-4O8X,JlNBWyaz-hSSu,ug2KC2Pt-Ulc7,wIKo1CEe-4O8X,32,73000,Rent,0,JlNBWyaz-hSSu,Education,B,22400,12.69,1,0.31,ug2KC2Pt-Ulc7,N,5
mtstHHUP-yegz,brbiEqLN-jhqI,gBPJ2SSG-iIW6,mtstHHUP-yegz,21,65592,Mortgage,5,brbiEqLN-jhqI,Education,D,3600,15.99,0,0.05,gBPJ2SSG-iIW6,Y,3
0IjGjQkf-eFza,oeyp9jci-enaa,xmmlp2C3-LcQz,0IjGjQkf-eFza,26,85000,Mortgage,0,oeyp9jci-enaa,Medical,A,11600,5.42,0,0.14,xmmlp2C3-LcQz,N,4
HXhjyrZm-Q6vO,b37tEd7z-FcsW,5ALRZJhn-g8Qv,HXhjyrZm-Q6vO,23,72000,Mortgage,5,b37tEd7z-FcsW,Personal,A,8700,6.76,0,0.12,5ALRZJhn-g8Qv,N,4
gKKgkfaB-ethp,vBqQsoMM-xgGd,xc9Y1XZY-bBHI,gKKgkfaB-ethp,25,38060,Rent,9,vBqQsoMM-xgGd,Debtconsolidation,B,2500,12.53,0,0.07,xc9Y1XZY-bBHI,N,2
D143dn3R-5CTa,nmy6gyOa-Xtds,QMuRMyo1-6b3s,D143dn3R-5CTa,24,70000,Rent,5,nmy6gyOa-Xtds,Homeimprovement,C,14400,12.23,0,0.21,QMuRMyo1-6b3s,N,4
Ii4M65G6-4DUn,kr4A7JaP-htFa,dFKNYrFl-PS3f,Ii4M65G6-4DUn,37,24000,Rent,2,kr4A7JaP-htFa,Debtconsolidation,C,5000,14.65,0,0.21,dFKNYrFl-PS3f,Y,15
BfmfqEsr-4LSv,hdydJOFD-S0sb,p6orE2nt-4IBd,BfmfqEsr-4LSv,22,64000,Mortgage,5,hdydJOFD-S0sb,Venture,B,6000,10.99,0,0.09,p6orE2nt-4IBd,N,3
srSRhGGU-LHi0,4z8lpwMO-x2Ep,flw5WNlX-Num7,srSRhGGU-LHi0,29,150000,Rent,9,4z8lpwMO-x2Ep,Personal,E,15000,16.32,0,0.1,flw5WNlX-Num7,N,9
MvQLojJX-Wpro,5Xvbh6uE-JNcM,qG3qNfox-OY6H,MvQLojJX-Wpro,27,60174,Mortgage,11,5Xvbh6uE-JNcM,Medical,B,3025,10.99,1,0.04,qG3qNfox-OY6H,N,10
UgYxhYcW-pHdW,sjWwxIo9-Q8B3,0AxFOJwe-59nI,UgYxhYcW-pHdW,28,56461,Rent,5,sjWwxIo9-Q8B3,Education,E,5400,15.68,0,0.1,0AxFOJwe-59nI,Y,6
bCqOA9HI-MS7D,21mNQqoX-gD1z,uXFrkPnk-Y0ie,bCqOA9HI-MS7D,30,43000,Rent,2,21mNQqoX-gD1z,Medical,B,3200,11.48,0,0.07,uXFrkPnk-Y0ie,N,9
TDIR6JaL-yh71,dI2LZ5b3-LDlc,H0TSnsWp-8ZG5,TDIR6JaL-yh71,31,33225,Mortgage,13,dI2LZ5b3-LDlc,Personal,B,13500,10.59,0,0.41,H0TSnsWp-8ZG5,N,6
2vkNsUW1-UNa6,jOtO5S28-BiZc,340DsCTX-twTj,2vkNsUW1-UNa6,28,56052,Rent,8,jOtO5S28-BiZc,Venture,C,7200,11.28,0,0.13,340DsCTX-twTj,Y,8
UbKK9aIq-mpJ0,hlbIZzZ6-3CJv,emk0HI59-OJzi,UbKK9aIq-mpJ0,27,40000,Rent,4,hlbIZzZ6-3CJv,Education,C,6000,12.73,0,0.15,emk0HI59-OJzi,N,10
Y3wQZH19-L6PW,JlSR0jxz-kcR1,xsynECQp-nHQA,Y3wQZH19-L6PW,23,70000,Mortgage,2,JlSR0jxz-kcR1,Education,A,24000,8.9,0,0.34,xsynECQp-nHQA,N,4
pQJeNzbM-b7d0,Rn050iFQ-s9Uq,lgcjEtja-3Oge,pQJeNzbM-b7d0,22,45000,Mortgage,4,Rn050iFQ-s9Uq,Personal,C,5000,13.48,0,0.11,lgcjEtja-3Oge,Y,4
afjKxQKI-rf0v,0daPlorM-cLlW,9mhTOmx4-fKo9,afjKxQKI-rf0v,28,53000,Rent,0,0daPlorM-cLlW,Medical,C,12000,14.72,0,0.23,9mhTOmx4-fKo9,N,8
gpMhlW24-kCij,yO4gvBNx-cR5W,GTf7U5Oc-uLDS,gpMhlW24-kCij,23,32000,Rent,2,yO4gvBNx-cR5W,Venture,E,5000,13.93,1,0.16,GTf7U5Oc-uLDS,N,4
AeEBi1dD-n9eU,ppdJGHHh-Za7e,f4kF1pY8-uMv9,AeEBi1dD-n9eU,25,65000,Mortgage,1,ppdJGHHh-Za7e,Personal,B,15000,11.12,0,0.23,f4kF1pY8-uMv9,N,4
TED36qYw-YSyF,Eeag1uId-0xxn,gLDvOt3F-TnFT,TED36qYw-YSyF,25,38000,Rent,8,Eeag1uId-0xxn,Medical,C,16000,12.87,1,0.42,gLDvOt3F-TnFT,Y,3
QQrh3sDa-DfdR,CHzpvOCL-RhJ7,zSf6iZW7-3OYW,QQrh3sDa-DfdR,24,34000,Rent,1,CHzpvOCL-RhJ7,Homeimprovement,B,10000,12.69,1,0.29,zSf6iZW7-3OYW,N,2
A9q2RnoN-9anQ,lxrAZcIx-uvNx,xjoHfenY-1iDu,A9q2RnoN-9anQ,25,53000,Rent,1,lxrAZcIx-uvNx,Personal,B,6475,10.59,0,0.12,xjoHfenY-1iDu,N,4
1kbTzKLy-XuBK,d5YUEzJR-9bJr,tI9Kopnn-XQxF,1kbTzKLy-XuBK,46,80000,Mortgage,13,d5YUEzJR-9bJr,Homeimprovement,D,20000,14.54,0,0.25,tI9Kopnn-XQxF,N,13
dICqJBYr-mNpN,rtbsxeIl-N5y7,oe5oLxaB-ewgU,dICqJBYr-mNpN,25,41000,Rent,3,rtbsxeIl-N5y7,Venture,B,3000,NULL,0,0.07,oe5oLxaB-ewgU,N,3
gFJNA15s-FanX,R1adxHW9-0XdZ,r5ioAY2c-9O88,gFJNA15s-FanX,22,64800,Rent,1,R1adxHW9-0XdZ,Education,B,16000,10.37,0,0.25,r5ioAY2c-9O88,N,4
